Student ID,Name,Age,Gender,Grade,Attendance (%),Exam Score,GPA,Teacher ID,Subject,Classrooms,Library Books,Digital Resources,Lab Facilities,Parent Education,Household Income,Internet Access,Transport,Sports Participation,Clubs Participation,Arts Participation,Semester,Parent Satisfaction,Math Marks,Science Marks,English Marks,History Marks,Computer Science Marks
S02685,Student_2685,15,Male,10,83.36,81,4.05,T0355,Math,70,510,242,Available,Bachelor,36791,No,Walk,No,Yes,No,Semester 1,1,94,69,91,90,65
S02686,Student_2686,14,Female,9,91.42,50,2.5,T0147,Geography,91,5721,326,Available,High School,91216,No,Private,No,No,No,Semester 1,1,80,57,95,99,60
S02687,Student_2687,16,Female,9,96.03,83,4.15,T0489,Computer Science,26,4177,243,Not Available,High School,98429,Yes,Walk,Yes,No,Yes,Semester 2,2,79,67,78,72,85
S02688,Student_2688,11,Female,6,71.29,94,4.7,T0287,Science,62,9664,305,Not Available,Master,26224,Yes,Private,Yes,No,Yes,Semester 1,4,72,54,68,82,86
S02689,Student_2689,14,Female,5,87.22,58,2.9,T0081,English,15,7834,200,Available,High School,47685,Yes,Private,No,Yes,Yes,Semester 1,3,78,53,86,63,65
S02690,Student_2690,17,Male,10,95.6,61,3.05,T0050,Science,48,5664,34,Available,Master,38476,Yes,Private,No,No,No,Semester 1,5,57,92,73,63,61
S02691,Student_2691,13,Female,7,81.94,59,2.95,T0087,Math,34,9533,388,Available,PhD,96598,Yes,Private,No,Yes,Yes,Semester 1,2,65,54,67,99,79
S02692,Student_2692,14,Female,10,79.07,59,2.95,T0191,Computer Science,51,7360,175,Not Available,PhD,21484,No,Walk,Yes,No,No,Semester 2,1,58,65,59,62,93
S02693,Student_2693,13,Female,9,93.87,99,4.95,T0303,Computer Science,51,8605,302,Available,High School,39760,No,Private,No,Yes,Yes,Semester 1,5,53,58,65,53,53
S02694,Student_2694,13,Female,6,80.07,93,4.65,T0001,English,68,784,219,Not Available,PhD,26326,Yes,Private,No,No,Yes,Semester 1,3,68,74,99,99,98
S02695,Student_2695,13,Male,11,70.1,97,4.85,T0381,History,47,7043,36,Available,High School,53234,Yes,Bus,No,No,No,Semester 1,3,88,87,90,68,90
S02696,Student_2696,15,Male,5,98.79,72,3.6,T0442,Math,40,6070,349,Available,Master,90469,Yes,Bus,Yes,No,No,Semester 2,4,93,57,91,73,87
S02697,Student_2697,13,Female,11,87.76,55,2.75,T0138,English,38,6231,187,Not Available,Bachelor,53742,Yes,Bus,No,No,Yes,Semester 1,1,90,50,93,85,57
S02698,Student_2698,13,Female,7,94.59,73,3.65,T0136,Geography,18,8111,427,Not Available,PhD,65678,Yes,Bus,Yes,Yes,No,Semester 1,3,62,80,54,55,57
S02699,Student_2699,17,Male,10,94.76,73,3.65,T0362,English,10,2935,53,Available,High School,90723,Yes,Walk,Yes,No,No,Semester 1,5,61,82,64,61,70
S02700,Student_2700,11,Male,7,71.99,70,3.5,T0381,Geography,89,8023,81,Available,Bachelor,76624,Yes,Bus,No,Yes,No,Semester 1,5,58,54,72,58,89
S02701,Student_2701,10,Female,9,75.13,91,4.55,T0154,Geography,96,1529,397,Not Available,Master,88187,Yes,Bus,Yes,Yes,Yes,Semester 2,5,61,67,80,62,57
S02702,Student_2702,12,Female,7,79.33,80,4.0,T0162,Computer Science,81,7084,231,Not Available,High School,34963,No,Bus,Yes,Yes,Yes,Semester 2,1,73,85,79,73,78
S02703,Student_2703,17,Male,11,79.62,96,4.8,T0019,English,56,8591,445,Not Available,PhD,26238,Yes,Walk,No,No,Yes,Semester 2,1,97,97,56,95,64
S02704,Student_2704,10,Male,6,89.76,90,4.5,T0462,Computer Science,85,4951,320,Not Available,Master,78028,No,Private,Yes,Yes,No,Semester 1,3,62,69,69,64,63
S02705,Student_2705,13,Male,7,88.69,79,3.95,T0328,Computer Science,19,3466,237,Not Available,High School,67900,No,Bus,No,Yes,No,Semester 1,4,84,73,88,95,87
S02706,Student_2706,11,Male,8,84.84,83,4.15,T0243,Science,25,8255,338,Available,PhD,80494,Yes,Private,No,Yes,No,Semester 2,4,81,68,52,99,59
S02707,Student_2707,14,Male,6,76.34,67,3.35,T0129,Science,56,1053,242,Not Available,Master,84791,Yes,Bus,No,Yes,No,Semester 1,4,87,77,52,79,76
S02708,Student_2708,11,Male,10,81.46,61,3.05,T0176,Computer Science,52,767,277,Available,Master,68788,No,Walk,No,Yes,No,Semester 2,2,63,79,80,81,89
S02709,Student_2709,17,Female,5,86.31,84,4.2,T0409,Computer Science,33,7635,407,Not Available,Bachelor,61328,Yes,Walk,Yes,No,Yes,Semester 2,1,51,88,56,81,76
S02710,Student_2710,13,Male,5,84.04,56,2.8,T0280,Geography,17,1740,263,Not Available,Bachelor,75574,Yes,Walk,Yes,No,Yes,Semester 2,1,70,64,50,83,91
S02711,Student_2711,11,Male,9,73.82,90,4.5,T0431,Computer Science,84,4659,172,Available,Bachelor,81790,Yes,Private,Yes,No,Yes,Semester 1,3,80,99,76,84,89
S02712,Student_2712,16,Male,9,89.49,89,4.45,T0084,Math,35,2989,15,Available,High School,91583,No,Walk,No,No,No,Semester 2,5,84,58,99,67,84
S02713,Student_2713,11,Male,8,72.19,74,3.7,T0376,English,16,8358,56,Not Available,Master,75701,Yes,Private,No,No,Yes,Semester 2,1,65,88,50,68,85
S02714,Student_2714,13,Female,10,81.35,55,2.75,T0222,Math,88,5894,416,Not Available,Bachelor,92125,No,Walk,Yes,Yes,Yes,Semester 1,4,89,80,55,99,60
S02715,Student_2715,15,Female,11,91.3,50,2.5,T0325,Science,24,9161,380,Not Available,PhD,32805,Yes,Bus,No,No,Yes,Semester 1,2,75,50,69,64,62
S02716,Student_2716,16,Male,5,70.6,95,4.75,T0451,Math,57,3787,77,Available,High School,86880,Yes,Bus,No,No,No,Semester 1,5,87,62,88,71,84
S02717,Student_2717,11,Female,5,87.1,65,3.25,T0416,History,12,2519,263,Available,Bachelor,47331,No,Bus,Yes,Yes,No,Semester 2,5,52,85,93,74,70
S02718,Student_2718,12,Female,5,80.04,97,4.85,T0145,History,25,5813,458,Not Available,High School,94860,No,Bus,Yes,No,Yes,Semester 2,2,86,51,52,73,86
S02719,Student_2719,12,Female,11,70.26,53,2.65,T0445,Science,88,4817,68,Available,Master,93075,No,Private,No,No,Yes,Semester 1,2,85,91,51,55,93
S02720,Student_2720,11,Female,5,75.71,78,3.9,T0106,Math,98,6324,402,Not Available,PhD,60632,Yes,Walk,No,Yes,Yes,Semester 1,1,87,86,96,85,61
S02721,Student_2721,15,Female,7,98.23,87,4.35,T0325,English,23,9572,128,Available,Master,33225,Yes,Private,No,No,Yes,Semester 1,2,51,84,81,59,99
S02722,Student_2722,14,Female,10,85.63,96,4.8,T0011,Science,97,1338,195,Not Available,PhD,72218,No,Private,Yes,No,No,Semester 2,3,71,86,69,61,74
S02723,Student_2723,13,Male,6,99.92,77,3.85,T0166,History,84,9443,57,Not Available,Master,59859,No,Bus,No,No,Yes,Semester 2,5,52,60,85,54,77
S02724,Student_2724,12,Male,6,85.74,71,3.55,T0196,Science,12,8961,200,Not Available,High School,79755,Yes,Walk,Yes,No,No,Semester 1,5,89,67,76,69,93
S02725,Student_2725,14,Male,8,86.32,57,2.85,T0231,Math,82,5327,274,Available,Master,46496,Yes,Private,Yes,Yes,Yes,Semester 2,4,96,69,69,86,67
S02726,Student_2726,11,Male,7,81.76,81,4.05,T0147,Math,79,7487,181,Not Available,PhD,20958,Yes,Private,Yes,No,No,Semester 1,1,91,51,68,97,59
S02727,Student_2727,17,Male,5,79.3,82,4.1,T0359,Math,40,4003,55,Not Available,High School,85457,Yes,Private,No,No,No,Semester 2,4,96,73,70,67,88
S02728,Student_2728,14,Female,5,77.55,62,3.1,T0238,Geography,89,8324,152,Available,High School,38317,Yes,Private,Yes,No,No,Semester 2,1,75,65,92,96,52
S02729,Student_2729,16,Male,9,80.3,76,3.8,T0497,Math,84,2575,255,Available,PhD,33584,No,Walk,Yes,Yes,Yes,Semester 1,1,76,72,69,89,54
S02730,Student_2730,10,Male,9,83.8,67,3.35,T0471,Computer Science,26,1812,225,Not Available,PhD,58495,Yes,Bus,Yes,No,No,Semester 1,1,87,99,54,82,61
S02731,Student_2731,12,Female,8,75.76,67,3.35,T0401,History,58,2784,446,Not Available,High School,46592,Yes,Bus,No,No,No,Semester 2,3,93,87,69,90,63
S02732,Student_2732,11,Female,5,76.75,62,3.1,T0013,History,12,9075,185,Not Available,PhD,57917,Yes,Private,Yes,No,Yes,Semester 2,2,57,96,61,61,94
S02733,Student_2733,17,Male,8,78.15,71,3.55,T0219,Geography,92,3308,337,Not Available,Master,76308,No,Walk,No,No,Yes,Semester 1,2,72,93,97,82,90
S02734,Student_2734,13,Female,7,83.48,63,3.15,T0257,History,97,9495,485,Available,Master,57742,No,Walk,No,Yes,No,Semester 2,3,55,78,59,54,81
S02735,Student_2735,17,Female,6,89.58,60,3.0,T0002,History,64,9788,393,Not Available,Master,40321,Yes,Private,No,Yes,No,Semester 1,4,74,79,71,58,91
S02736,Student_2736,15,Female,5,95.68,88,4.4,T0210,Science,81,7021,435,Available,High School,56029,Yes,Walk,Yes,Yes,Yes,Semester 1,1,65,53,87,82,82
S02737,Student_2737,16,Female,10,78.61,99,4.95,T0484,Math,49,6855,375,Not Available,Master,48858,No,Private,Yes,Yes,Yes,Semester 1,3,75,78,77,79,55
S02738,Student_2738,11,Male,11,75.51,71,3.55,T0365,Computer Science,75,4219,154,Not Available,High School,61838,Yes,Bus,No,Yes,No,Semester 1,4,64,93,61,95,79
S02739,Student_2739,13,Female,7,81.37,85,4.25,T0225,Computer Science,96,5271,44,Not Available,PhD,58336,No,Bus,Yes,Yes,Yes,Semester 1,2,96,92,88,66,55
S02740,Student_2740,15,Male,5,96.83,66,3.3,T0484,Science,49,3196,424,Available,Master,84597,No,Bus,No,No,Yes,Semester 2,5,81,90,59,84,80
S02741,Student_2741,15,Male,11,70.3,81,4.05,T0194,Computer Science,39,6296,141,Available,High School,24768,No,Private,No,No,No,Semester 1,1,89,76,97,65,51
S02742,Student_2742,11,Female,10,90.34,63,3.15,T0196,Science,34,1308,313,Available,Bachelor,97422,Yes,Private,No,No,Yes,Semester 2,1,68,82,84,89,75
S02743,Student_2743,16,Female,9,84.31,91,4.55,T0400,Computer Science,16,3793,407,Not Available,Master,25177,No,Bus,No,No,No,Semester 1,1,63,67,97,68,97
S02744,Student_2744,14,Female,8,74.83,78,3.9,T0260,History,59,9997,162,Available,Master,51761,Yes,Private,Yes,Yes,Yes,Semester 1,2,97,55,93,96,81
S02745,Student_2745,14,Male,9,79.63,55,2.75,T0057,English,90,3959,311,Not Available,High School,93582,No,Walk,Yes,No,Yes,Semester 2,1,93,81,89,51,54
S02746,Student_2746,15,Female,6,76.75,99,4.95,T0457,Math,10,2919,57,Not Available,High School,70022,No,Bus,Yes,Yes,Yes,Semester 1,1,84,80,86,55,95
S02747,Student_2747,14,Female,9,96.33,53,2.65,T0113,English,53,4724,177,Not Available,PhD,51883,No,Walk,Yes,Yes,Yes,Semester 1,2,75,61,66,91,97
S02748,Student_2748,10,Female,5,84.46,60,3.0,T0213,History,58,8071,187,Not Available,High School,26601,No,Walk,No,No,Yes,Semester 1,3,86,72,76,94,90
S02749,Student_2749,15,Female,10,86.89,94,4.7,T0279,Geography,16,6863,272,Not Available,PhD,94433,No,Private,No,Yes,Yes,Semester 1,4,62,78,95,96,92
S02750,Student_2750,15,Female,9,87.81,89,4.45,T0244,Science,12,9888,104,Not Available,Bachelor,39073,Yes,Private,Yes,No,No,Semester 2,5,96,52,78,60,65
S02751,Student_2751,13,Male,5,89.19,59,2.95,T0380,Computer Science,10,5067,325,Not Available,PhD,76261,No,Bus,No,Yes,Yes,Semester 2,4,57,82,75,58,61
S02752,Student_2752,14,Female,6,84.87,77,3.85,T0117,Computer Science,60,4024,300,Not Available,Master,63219,No,Private,Yes,Yes,No,Semester 2,2,63,88,58,76,64
S02753,Student_2753,16,Female,11,70.54,60,3.0,T0386,History,47,7251,239,Available,High School,24581,Yes,Private,No,Yes,Yes,Semester 2,2,75,77,61,63,70
S02754,Student_2754,15,Female,10,80.04,84,4.2,T0451,Computer Science,52,6737,200,Not Available,Bachelor,59802,Yes,Walk,No,No,Yes,Semester 2,4,96,67,92,84,86
S02755,Student_2755,17,Male,9,75.52,64,3.2,T0087,History,64,9736,413,Available,Bachelor,49698,No,Private,Yes,No,Yes,Semester 2,2,79,93,75,69,70
S02756,Student_2756,16,Female,8,90.4,57,2.85,T0410,English,66,5819,153,Not Available,High School,71119,Yes,Bus,No,No,Yes,Semester 2,5,89,71,82,81,74
S02757,Student_2757,10,Male,8,71.7,69,3.45,T0381,Geography,62,2367,415,Not Available,Master,94980,No,Private,No,Yes,Yes,Semester 1,1,91,69,81,97,66
S02758,Student_2758,13,Male,10,86.91,99,4.95,T0367,Science,42,1875,173,Not Available,High School,94980,No,Bus,Yes,Yes,Yes,Semester 1,3,62,65,60,57,57
S02759,Student_2759,11,Female,8,76.32,70,3.5,T0263,Computer Science,89,8630,28,Not Available,High School,80393,No,Walk,Yes,Yes,No,Semester 1,5,85,56,78,60,79
S02760,Student_2760,16,Female,9,98.47,50,2.5,T0484,Geography,71,5901,395,Available,High School,25080,Yes,Walk,Yes,Yes,No,Semester 2,2,60,98,57,51,82
S02761,Student_2761,15,Female,9,80.07,78,3.9,T0300,Geography,20,9303,77,Available,PhD,84652,No,Walk,No,No,Yes,Semester 2,3,51,53,74,54,51
S02762,Student_2762,10,Male,10,79.76,73,3.65,T0417,Geography,81,7492,107,Available,Bachelor,88664,Yes,Bus,No,No,No,Semester 1,4,79,91,69,79,82
S02763,Student_2763,12,Male,9,97.7,79,3.95,T0113,Math,61,3816,16,Available,Bachelor,82577,No,Walk,No,No,Yes,Semester 2,1,73,87,70,93,77
S02764,Student_2764,10,Male,11,82.52,89,4.45,T0448,Geography,10,2098,312,Available,Master,42206,No,Walk,Yes,Yes,No,Semester 1,4,67,83,53,90,75
S02765,Student_2765,10,Male,5,98.89,84,4.2,T0164,History,23,5449,186,Available,Bachelor,50450,Yes,Private,No,No,No,Semester 2,3,72,85,85,60,90
S02766,Student_2766,13,Male,6,70.73,82,4.1,T0004,Math,94,7072,215,Not Available,High School,98117,No,Bus,Yes,Yes,Yes,Semester 2,1,55,67,92,65,50
S02767,Student_2767,11,Male,11,79.19,69,3.45,T0118,Math,30,1138,308,Not Available,Bachelor,64569,No,Walk,No,Yes,No,Semester 1,4,95,82,78,74,84
S02768,Student_2768,12,Female,11,89.99,65,3.25,T0023,Geography,43,4666,297,Available,Master,29811,Yes,Private,No,Yes,Yes,Semester 2,3,99,50,68,91,97
S02769,Student_2769,14,Female,8,96.73,58,2.9,T0409,Computer Science,99,1145,410,Available,PhD,70496,Yes,Private,No,No,Yes,Semester 1,1,60,97,75,74,92
S02770,Student_2770,14,Male,5,77.69,80,4.0,T0233,Computer Science,23,6384,238,Available,PhD,97641,No,Walk,Yes,Yes,No,Semester 1,2,56,74,85,60,88
S02771,Student_2771,16,Female,10,97.91,66,3.3,T0090,Computer Science,49,7168,393,Not Available,High School,31960,No,Bus,No,Yes,Yes,Semester 2,1,96,94,74,50,69
S02772,Student_2772,10,Female,8,87.82,80,4.0,T0476,Computer Science,44,589,128,Not Available,High School,76832,Yes,Walk,No,No,No,Semester 1,3,82,63,72,82,62
S02773,Student_2773,17,Male,5,94.03,97,4.85,T0255,History,51,9515,279,Not Available,Bachelor,38162,No,Private,Yes,Yes,Yes,Semester 2,5,59,60,87,50,80
S02774,Student_2774,13,Male,9,81.92,72,3.6,T0092,Computer Science,91,1050,90,Not Available,Bachelor,88639,No,Bus,No,Yes,No,Semester 2,3,70,57,77,96,87
S02775,Student_2775,17,Female,10,76.37,55,2.75,T0469,Science,29,8751,169,Not Available,Master,58634,Yes,Private,No,No,No,Semester 1,5,58,91,90,58,72
S02776,Student_2776,13,Male,10,97.34,79,3.95,T0458,Geography,69,5724,197,Available,High School,25530,Yes,Walk,No,Yes,No,Semester 1,4,79,65,60,76,61
S02777,Student_2777,14,Male,8,97.99,56,2.8,T0155,Math,18,6081,197,Not Available,Master,88624,No,Bus,Yes,Yes,Yes,Semester 2,2,97,88,78,87,55
S02778,Student_2778,16,Female,9,84.93,97,4.85,T0307,Science,42,4678,317,Available,PhD,43128,Yes,Walk,No,No,No,Semester 2,1,97,86,93,68,73
S02779,Student_2779,16,Male,8,70.19,89,4.45,T0115,Computer Science,58,9935,203,Not Available,Bachelor,90707,Yes,Walk,No,Yes,No,Semester 1,3,74,80,99,89,83
S02780,Student_2780,16,Female,7,73.29,91,4.55,T0207,Science,77,3979,496,Available,High School,24465,Yes,Walk,Yes,Yes,Yes,Semester 2,2,74,91,69,66,82
S02781,Student_2781,12,Female,5,87.19,95,4.75,T0081,Math,13,9637,269,Not Available,Bachelor,49998,No,Private,Yes,No,No,Semester 1,5,98,67,58,61,56
S02782,Student_2782,11,Female,7,70.71,60,3.0,T0103,Computer Science,57,6591,497,Not Available,High School,47333,No,Bus,No,Yes,No,Semester 2,5,73,56,73,51,63
S02783,Student_2783,12,Female,5,81.91,83,4.15,T0483,Science,25,3133,487,Not Available,PhD,85886,Yes,Bus,Yes,Yes,Yes,Semester 1,3,61,53,96,57,85
S02784,Student_2784,15,Female,6,79.1,61,3.05,T0453,History,56,7290,487,Not Available,Master,26522,Yes,Private,No,Yes,No,Semester 1,5,56,81,98,82,65
S02785,Student_2785,15,Male,11,91.43,94,4.7,T0080,History,35,4001,200,Not Available,High School,66518,No,Bus,Yes,Yes,No,Semester 2,2,83,80,90,62,95
S02786,Student_2786,17,Male,10,71.67,96,4.8,T0407,Geography,79,1389,298,Available,Bachelor,55320,No,Bus,No,No,Yes,Semester 1,2,52,59,62,92,72
S02787,Student_2787,11,Male,8,84.66,76,3.8,T0103,Geography,46,9265,115,Not Available,High School,76307,No,Walk,Yes,No,Yes,Semester 2,2,55,79,51,70,67
S02788,Student_2788,14,Male,6,87.37,61,3.05,T0240,Science,31,9204,138,Not Available,Master,93087,No,Walk,Yes,No,Yes,Semester 2,3,76,99,66,68,78
S02789,Student_2789,11,Female,6,88.52,62,3.1,T0265,Math,16,7746,106,Not Available,PhD,68975,Yes,Private,No,No,No,Semester 1,5,68,99,99,83,56
S02790,Student_2790,13,Female,10,82.15,57,2.85,T0033,History,51,4660,493,Not Available,Bachelor,53819,Yes,Bus,Yes,No,Yes,Semester 1,5,57,84,76,79,53
S02791,Student_2791,15,Male,10,79.13,65,3.25,T0035,English,39,4551,73,Not Available,PhD,77630,No,Private,Yes,Yes,Yes,Semester 2,4,85,94,87,69,74
S02792,Student_2792,10,Female,5,90.47,78,3.9,T0249,Geography,83,2730,137,Not Available,PhD,96406,No,Private,Yes,Yes,Yes,Semester 1,1,88,80,51,67,82
S02793,Student_2793,10,Male,7,95.43,84,4.2,T0488,History,88,5685,232,Not Available,Master,76662,Yes,Private,Yes,Yes,No,Semester 1,1,85,80,82,70,73
S02794,Student_2794,14,Male,9,90.81,78,3.9,T0050,Computer Science,15,7875,302,Not Available,High School,23558,No,Private,No,Yes,Yes,Semester 2,5,67,95,54,85,72
S02795,Student_2795,13,Male,5,97.96,80,4.0,T0280,Science,33,6697,471,Not Available,High School,83082,No,Walk,No,No,Yes,Semester 1,5,56,95,63,56,99
S02796,Student_2796,17,Female,9,91.52,62,3.1,T0472,History,75,2783,391,Available,High School,84762,Yes,Private,No,Yes,Yes,Semester 2,2,50,82,76,54,70
S02797,Student_2797,12,Female,6,92.94,61,3.05,T0242,History,49,5484,335,Available,High School,93834,Yes,Bus,No,No,No,Semester 1,3,54,54,99,58,88
S02798,Student_2798,13,Female,9,75.04,51,2.55,T0152,Science,24,1111,400,Not Available,Bachelor,71705,No,Walk,Yes,Yes,Yes,Semester 1,5,91,59,85,94,70
S02799,Student_2799,10,Female,7,82.59,82,4.1,T0147,Geography,62,9129,113,Not Available,PhD,23513,No,Walk,Yes,No,Yes,Semester 1,4,63,95,76,67,97
S02800,Student_2800,10,Male,5,84.55,57,2.85,T0039,Geography,94,7337,161,Not Available,High School,29460,No,Private,No,Yes,No,Semester 2,4,50,72,63,96,76
S02801,Student_2801,17,Female,10,77.69,90,4.5,T0189,English,91,7606,123,Not Available,PhD,75374,Yes,Walk,Yes,No,No,Semester 1,5,61,56,64,99,66
S02802,Student_2802,15,Female,7,85.86,89,4.45,T0025,English,14,7775,461,Not Available,Bachelor,45316,No,Walk,Yes,No,Yes,Semester 1,1,68,96,76,50,75
S02803,Student_2803,13,Female,11,78.72,98,4.9,T0244,Geography,98,9215,64,Available,Bachelor,93189,Yes,Walk,Yes,No,Yes,Semester 2,3,51,77,57,85,68
S02804,Student_2804,13,Male,7,90.63,90,4.5,T0223,Geography,45,4077,130,Not Available,Bachelor,85558,No,Walk,Yes,Yes,No,Semester 2,4,63,70,70,94,82
S02805,Student_2805,10,Male,11,84.11,81,4.05,T0230,Geography,83,6986,226,Available,PhD,69512,No,Walk,No,Yes,Yes,Semester 2,5,52,80,83,63,97
S02806,Student_2806,12,Female,5,83.76,87,4.35,T0153,Geography,55,2761,132,Not Available,High School,48669,Yes,Walk,Yes,No,Yes,Semester 1,5,84,90,98,57,56
S02807,Student_2807,14,Female,10,99.51,77,3.85,T0411,History,32,1523,12,Not Available,PhD,77560,Yes,Bus,No,No,No,Semester 2,2,62,76,77,86,80
S02808,Student_2808,16,Female,7,81.77,64,3.2,T0288,English,97,9013,101,Not Available,High School,51709,No,Walk,Yes,Yes,Yes,Semester 2,4,98,78,73,69,88
S02809,Student_2809,14,Female,11,80.87,72,3.6,T0395,Science,54,7735,416,Not Available,Master,85270,Yes,Walk,No,No,No,Semester 2,2,52,59,66,80,64
S02810,Student_2810,13,Male,10,79.56,73,3.65,T0453,Math,19,4257,173,Available,High School,37011,No,Private,No,Yes,No,Semester 1,3,63,57,55,56,51
S02811,Student_2811,14,Female,8,96.84,62,3.1,T0108,Science,63,8568,450,Available,High School,39651,Yes,Walk,No,No,Yes,Semester 2,3,83,58,87,90,94
S02812,Student_2812,10,Female,8,84.9,70,3.5,T0033,Computer Science,79,9141,128,Available,High School,20566,Yes,Walk,No,Yes,No,Semester 2,4,94,60,68,87,51
S02813,Student_2813,10,Female,8,88.0,61,3.05,T0403,Math,86,1784,441,Available,Bachelor,56526,No,Private,No,No,No,Semester 2,2,58,71,50,93,66
S02814,Student_2814,17,Male,9,75.42,62,3.1,T0363,History,94,2160,406,Available,Master,22020,Yes,Bus,Yes,No,Yes,Semester 2,1,59,89,87,92,83
S02815,Student_2815,13,Male,7,86.23,88,4.4,T0111,Computer Science,41,5853,70,Not Available,High School,89066,No,Bus,Yes,No,Yes,Semester 1,2,57,75,75,64,96
S02816,Student_2816,17,Female,5,78.24,72,3.6,T0121,English,52,1403,223,Not Available,Master,38890,Yes,Walk,Yes,No,No,Semester 2,4,78,99,54,98,95
S02817,Student_2817,13,Female,5,91.92,99,4.95,T0016,Math,24,9869,482,Available,PhD,97283,Yes,Bus,No,Yes,No,Semester 2,4,88,86,53,84,74
S02818,Student_2818,16,Female,9,94.98,95,4.75,T0227,Geography,75,9021,256,Not Available,PhD,95919,No,Bus,Yes,Yes,Yes,Semester 1,2,82,89,74,66,97
S02819,Student_2819,16,Female,5,91.44,92,4.6,T0011,Computer Science,24,9328,244,Not Available,Bachelor,63882,No,Bus,No,Yes,Yes,Semester 2,5,72,51,94,76,60
S02820,Student_2820,15,Female,11,91.91,77,3.85,T0203,History,90,6510,417,Not Available,PhD,45304,Yes,Bus,No,Yes,No,Semester 2,5,57,99,98,70,93
S02821,Student_2821,13,Male,8,85.37,63,3.15,T0202,Math,29,912,436,Available,Master,67742,No,Walk,No,No,Yes,Semester 2,1,89,68,94,89,58
S02822,Student_2822,12,Male,7,91.36,66,3.3,T0098,Geography,59,7139,366,Available,Master,82124,No,Walk,No,Yes,No,Semester 2,1,87,99,71,93,56
S02823,Student_2823,14,Male,5,82.68,73,3.65,T0116,Computer Science,15,4333,381,Available,Master,53373,No,Private,No,Yes,Yes,Semester 2,1,72,65,97,94,60
S02824,Student_2824,13,Female,5,89.54,83,4.15,T0453,History,88,2915,298,Available,Master,58451,No,Walk,No,Yes,No,Semester 1,4,99,53,62,75,53
S02825,Student_2825,11,Male,6,77.77,97,4.85,T0471,Computer Science,26,3086,87,Not Available,Master,72754,Yes,Walk,No,No,No,Semester 2,4,85,98,72,93,86
S02826,Student_2826,15,Male,6,72.09,71,3.55,T0439,Math,35,6071,33,Not Available,Bachelor,33669,No,Bus,Yes,Yes,No,Semester 2,5,92,87,82,54,75
S02827,Student_2827,11,Male,6,82.4,59,2.95,T0281,Geography,31,9172,415,Not Available,High School,92940,Yes,Bus,No,Yes,Yes,Semester 1,2,69,93,74,82,83
S02828,Student_2828,10,Female,7,83.85,57,2.85,T0349,English,82,7057,317,Not Available,PhD,40754,No,Walk,No,Yes,No,Semester 1,3,97,56,59,98,65
S02829,Student_2829,16,Female,8,77.69,70,3.5,T0232,History,73,6780,110,Not Available,Master,24847,No,Walk,Yes,Yes,Yes,Semester 1,2,61,63,67,54,90
S02830,Student_2830,14,Male,10,91.83,86,4.3,T0461,Math,85,3382,381,Not Available,PhD,58446,No,Bus,Yes,No,Yes,Semester 2,5,85,61,76,77,96
S02831,Student_2831,13,Female,8,72.21,56,2.8,T0111,Geography,95,3019,260,Available,Bachelor,80489,No,Walk,Yes,Yes,No,Semester 2,5,58,70,98,70,79
S02832,Student_2832,11,Male,8,76.68,75,3.75,T0352,English,67,4900,132,Not Available,Bachelor,89589,Yes,Walk,Yes,No,Yes,Semester 1,5,82,83,75,57,95
S02833,Student_2833,14,Male,7,92.46,62,3.1,T0418,Computer Science,96,9346,224,Not Available,High School,86245,No,Bus,No,Yes,Yes,Semester 2,5,55,70,98,51,65
S02834,Student_2834,10,Male,11,83.11,65,3.25,T0012,Geography,46,680,271,Not Available,Bachelor,20922,No,Bus,Yes,No,No,Semester 1,4,81,85,91,86,55
S02835,Student_2835,16,Male,11,91.16,79,3.95,T0472,English,87,4625,412,Not Available,High School,70261,Yes,Private,Yes,No,No,Semester 1,1,50,89,51,63,82
S02836,Student_2836,12,Female,7,87.02,80,4.0,T0488,Math,97,3519,341,Not Available,Master,56360,No,Walk,No,Yes,Yes,Semester 2,1,73,91,59,83,99
S02837,Student_2837,15,Female,6,98.52,54,2.7,T0021,Geography,81,1264,355,Available,Bachelor,32790,No,Bus,Yes,Yes,No,Semester 1,2,78,98,69,93,64
S02838,Student_2838,14,Female,5,87.93,81,4.05,T0127,Geography,99,4635,422,Not Available,PhD,34567,No,Bus,Yes,Yes,No,Semester 2,2,57,56,87,95,69
S02839,Student_2839,14,Female,9,70.45,65,3.25,T0285,Science,37,5538,132,Not Available,Bachelor,40343,No,Walk,No,No,No,Semester 1,5,62,70,52,86,61
S02840,Student_2840,12,Male,9,80.59,96,4.8,T0435,History,95,7299,261,Available,Bachelor,75793,Yes,Walk,No,No,Yes,Semester 2,5,74,59,59,70,73
S02841,Student_2841,14,Female,10,74.29,58,2.9,T0121,Geography,58,3890,329,Available,Master,51142,Yes,Bus,Yes,Yes,No,Semester 1,3,78,70,77,76,89
S02842,Student_2842,10,Male,5,97.74,71,3.55,T0124,English,82,1564,407,Not Available,High School,21490,Yes,Walk,No,No,Yes,Semester 2,1,73,98,68,99,81
S02843,Student_2843,10,Female,10,73.12,93,4.65,T0407,History,76,2956,346,Not Available,High School,80928,Yes,Private,No,Yes,No,Semester 1,5,76,65,66,67,90
S02844,Student_2844,12,Female,6,81.63,89,4.45,T0033,Math,98,6181,167,Available,Bachelor,48426,No,Bus,No,Yes,Yes,Semester 2,2,75,74,93,97,82
